48.6080;0.6711;-0.4220;103.6957;103.6537 
48.6950;0.6711;2.4574;103.6954;103.6537 
48.7840;0.8948;0.2860;103.6957;103.6537 
48.8720;0.8948;1.5929;103.6957;103.6537 
48.9610;0.4474;-0.2444;103.6957;103.6537 
49.0500;0.6711;0.1315;103.6957;103.6537 
49.1380;0.6711;0.2422;103.6957;103.6537 
49.2260;0.6711;1.6597;103.6957;103.6537 
49.3150;1.1185;0.4405;103.6957;103.6537 
49.4040;0.6711;0.1315;103.6957;103.6537 
49.4920;0.8948;0.0646;103.6957;103.6537 
49.5810;0.4474;-0.1337;103.6957;103.6537 
49.6690;0.8948;-1.0208;103.6957;103.6537 
49.7580;0.6711;1.5490;103.6957;103.6537 
49.8460;0.4474;1.3945;103.6957;103.6537 
49.9350;1.1185;0.2192;103.6957;103.6537 
50.0220;0.6711;1.6597;103.6957;103.6537 
50.1110;0.8948;0.0646;103.6957;103.6537 
50.2000;0.8948;1.4822;103.6957;103.6537 
50.2880;0.6711;1.5490;103.6957;103.6537 
50.3760;0.6711;-1.3967;103.6957;103.6537 
50.4650;1.1185;0.4405;103.6957;103.6537 
50.5530;0.6711;0.1315;103.6957;103.6537 
50.6420;0.8948;0.2860;103.6957;103.6537 
50.7290;0.8948;0.2860;103.6957;103.6537 
50.8170;0.4474;1.2838;103.6957;103.6537 
50.9060;0.6711;0.0208;103.6957;103.6537 
50.9950;0.8948;-1.2422;103.6957;103.6537 
51.0840;0.4474;-1.4406;103.6957;103.6537 
51.1720;1.1185;0.4405;103.6957;103.6537 
51.2600;0.4474;1.2838;103.6957;103.6537 
51.3490;1.1185;-1.0877;103.6957;103.6537 
51.4380;0.8948;-1.1315;103.6957;103.6537 
51.5270;1.1185;0.4405;103.6957;103.6537 
51.6140;0.2237;-0.2882;103.6957;103.6537 
51.7040;0.8948;0.2860;103.6957;103.6537 
51.7920;0.4474;-1.7727;103.6957;103.6537 
51.8810;1.1185;1.8581;103.6957;103.6537 
51.9680;0.8948;1.5929;103.6957;103.6537 
52.0570;0.4474;-1.6620;103.6957;103.6537 
52.1460;0.6711;-0.0899;103.6957;103.6537 
52.2350;1.1185;0.4405;103.6957;103.6537 
52.3240;0.4474;-0.0230;103.6957;103.6537 
52.4120;0.8948;1.7036;103.6957;103.6537 
52.5010;0.8948;1.7036;103.6957;103.6537 
52.5900;1.1185;0.4405;103.6957;103.6537 
52.6780;0.6711;1.3276;103.6957;103.6537 
52.7660;0.8948;1.7036;103.6957;103.6537 
52.8550;0.6711;0.1315;103.6957;103.6537 
52.9430;0.2237;-0.2882;103.6957;103.6537 
53.0320;0.6711;1.5490;103.6957;103.6537 
53.1210;1.1185;0.3299;103.6957;103.6537 
53.2080;0.6711;-0.2006;103.6957;103.6537 
53.2970;1.3422;0.4844;103.6957;103.6537 
53.3860;0.8948;0.1753;103.6957;103.6537 
53.4740;0.6711;0.0208;103.6957;103.6537 
53.5610;1.1185;0.4405;103.6957;103.6537 
53.6500;0.6711;-1.2861;103.6957;103.6537 
53.7390;1.1185;0.3299;103.6957;103.6537 
53.8270;0.4474;-1.6620;103.6957;103.6537 
53.9160;1.1185;0.4405;103.6957;103.6537 
54.0030;0.6711;1.4383;103.6957;103.6537 
54.0920;1.1185;1.6367;103.6957;103.6537 
54.1810;0.8948;0.2860;103.6957;103.6537 
54.2700;0.6711;0.1315;103.6957;103.6537 
54.3580;0.8948;0.2860;103.6957;103.6537 
54.4460;0.4474;1.0624;103.6957;103.6537 
54.5350;0.2237;-1.5951;103.6957;103.6537 
54.6240;1.1185;0.4405;103.6957;103.6537 
54.7120;1.1185;1.5260;103.6957;103.6537 
54.8000;0.6711;0.1315;103.6957;103.6537 
54.8890;1.1185;-0.6450;103.6957;103.6537 
54.9780;0.8948;0.2860;103.6957;103.6537 
55.0660;0.8948;1.8142;103.6957;103.6537 
55.1540;-5.3763;-2.6281;103.6957;103.6537 
55.2450;0.6711;-1.8396;103.6957;103.6537 
55.3340;1.5660;-7.5340;103.6537;103.6957 
55.4240;-1.5660;-12.5325;103.6537;103.6957 
55.5170;-3.3572;11.1027;103.6537;103.6957 
55.6080;-4.7026;4.1937;103.6537;103.6957 
55.6980;-5.3763;-3.0263;103.6537;103.6957 
55.7890;-6.2757;-0.1460;103.6537;103.6957 
55.8800;-7.8535;0.8497;103.6537;103.6957 
55.9710;-8.3053;2.9611;103.6537;103.6957 
56.0620;-10.3455;-1.1712;103.6537;103.6957 
56.1550;-10.1182;-0.6775;103.6957;103.6537 
56.2480;-10.3455;-0.6096;103.6957;103.6537 
56.3420;-11.2564;2.0469;103.6957;103.6537 
56.4350;-11.9414;-4.0963;103.6957;103.6537 
56.5290;-12.6282;-1.3967;103.6957;103.6537 
56.6220;-12.1702;-2.0445;103.6957;103.6537 
56.7160;-12.6282;-2.3609;103.6957;103.6537 
56.8100;-12.3991;-2.3161;103.6957;103.6537 
56.9040;-13.0871;-2.6779;103.6957;103.6537 
56.9980;-12.1702;-2.1580;103.6957;103.6537 
57.0920;-13.3169;-3.7992;103.6957;103.6537 
57.1860;-12.6282;-2.4744;103.6957;103.6537 
57.2800;-12.8576;-1.2153;103.6957;103.6537 
57.3740;-13.0871;-2.9047;103.6957;103.6537 
57.4680;-13.5468;-5.8305;103.6957;103.6537 
57.5620;-12.3991;-2.0891;103.6957;103.6537 
57.6550;-13.5468;-1.6914;103.6957;103.6537 
57.7490;-12.8576;-4.1637;103.6957;103.6537 
57.8430;-12.8576;-5.3544;103.6957;103.6537 
57.9370;-12.6282;-2.3609;103.6957;103.6537 
58.0310;-12.8576;-1.1018;103.6957;103.6537 
58.1250;-12.8576;-2.8595;103.6957;103.6537 
58.2190;-12.8576;0.2022;103.6957;103.6537 
58.3120;-12.3991;-1.0120;103.6957;103.6537 
58.4060;-12.1702;-2.3847;103.6957;103.6537 
58.5000;-12.8576;-2.4058;103.6957;103.6537 
58.5940;-13.0871;-1.2604;103.6957;103.6537 
58.6880;-11.9414;0.7216;103.6957;103.6537 
58.7800;-10.5730;9.8324;103.6957;103.6537 
58.8720;-7.4021;11.7968;103.6957;103.6537 
58.9650;-5.6010;-14.4929;103.6957;103.6537 
59.0580;-4.2539;-12.9246;103.6957;103.6537 
59.1510;-3.8054;0.5609;103.6957;103.6537 
59.2410;-0.4474;1.2413;103.6957;103.6537 
59.3320;-2.0136;13.6698;103.6957;103.6537 
59.4240;-0.8948;-2.5675;103.6957;103.6537 
59.5160;1.1185;3.7183;103.6957;103.6537 
61.5110;2.0136;-5.5219;103.6537;103.6957 
61.6010;4.4782;8.3206;103.6537;103.6957 
61.6910;-2.2374;27.5796;103.6537;103.6957 
61.7840;-0.4474;6.9999;103.6957;103.6537 
61.8740;0.4474;7.2859;103.6957;103.6537 
61.9620;0.0000;7.3312;103.6957;103.6537 
62.0500;-0.4474;-18.8694;103.6957;103.6537 
62.1410;1.1185;1.5260;103.6957;103.6537 
62.2290;2.2374;0.8813;103.6957;103.6537 
62.3170;0.6711;-0.4220;103.6957;103.6537 
62.4060;0.6711;0.0208;103.6957;103.6537 
62.4940;0.6711;0.0208;103.6957;103.6537 
62.5820;0.6711;-0.0899;103.6957;103.6537 
62.6710;1.1185;-0.9770;103.6957;103.6537 
62.7600;1.5660;-0.7786;103.6957;103.6537 
62.8480;1.1185;1.7474;103.6957;103.6537 
62.9370;0.8948;0.1753;103.6957;103.6537 
63.0250;0.6711;0.2422;103.6957;103.6537 
63.1140;1.1185;1.6367;103.6957;103.6537 
63.2030;0.2237;-1.3737;103.6957;103.6537 
63.2920;1.3422;0.4844;103.6957;103.6537 
63.3800;0.8948;0.0646;103.6957;103.6537 
63.4680;0.2237;-0.2882;103.6957;103.6537 
63.5580;0.8948;0.3967;103.6957;103.6537 
63.6450;1.3422;1.6805;103.6957;103.6537 
63.7340;0.2237;-0.2882;103.6957;103.6537 
63.8240;0.8948;0.2860;103.6957;103.6537 
63.9120;1.1185;0.2192;103.6957;103.6537 
64.0010;0.2237;-0.1775;103.6957;103.6537 
64.0900;1.1185;1.9688;103.6957;103.6537 
64.1780;1.3422;0.1523;103.6957;103.6537 
64.2670;0.6711;0.0208;103.6957;103.6537 
64.3560;1.5660;-0.3359;103.6957;103.6537 
64.4450;1.1185;2.1012;103.6957;103.6537 
64.5340;0.4474;-0.9978;103.6957;103.6537 
64.6240;3.3572;2.2083;103.6957;103.6537 
64.7120;1.3422;-1.2653;103.6957;103.6537 
64.8020;0.6711;-1.0867;103.6957;103.6537 
64.8910;0.8948;1.7036;103.6957;103.6537 
64.9780;0.4474;-1.9941;103.6957;103.6537 
65.0670;0.8948;1.9249;103.6957;103.6537 
65.1560;1.1185;0.3299;103.6957;103.6537 
